Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/24/2024 21:24:53,1959692,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Joy,Yes,Yes,Yes,No,Yes,Yes,No,N/A,No,Yes,Yes,No,n/a,A little boy is at world market during Christmas time and he is looking at the different products available. The boy ends up buying something for Santa and wrote Santa a letter about how he got a gift for him.,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,no,"1. World Market and no product is being advertised rather the store as a whole
2. While browsing the Christmas products at World Market, the little boy wondered what Santa Claus's favorite cookie might be. The scene then shifts to his house on the night before Christmas.
3. Jessi J a singer is singing Santa Claus is coming to town",no,1959692
5/25/2024 16:07:04,1959692,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,"Joy, Caring, Gratitude",Yes,Yes,Yes,No,Yes,Yes,No,N/A,No,Yes,Yes,Yes,Jesse J (she sang),We watch a boy try to figure out what Santa's favorite cookies are. We then see him decide on a cookie jar. ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",3,4,gift thoughtfully,"WorldMarket is advertising their cookies. We see a boy deciding the perfect cookies to get for Santa for the holidays. We can see him instead by him a cookie jar so he can store the cookies he gets. We hear him think about what Santa's favorite cooks are and we can hear Santa giggling at the end of the ad. The song playing is a cover by Jesse J of ""Santa Claus is Comin' to Town"".",no,1959692.mp4
5/18/2024 2:35:16,1963503,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Caring, Gratitude, Surprise",No,Yes,No,No,Yes,Yes,No,N/A,No,No,No,No,N/A,We see people getting surprised with Chevrolet cars during the black Friday sale. They are promoting there new 0% APR for 72 months for 2018 and 2019 chevy models. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,2,N/A,Chevrolet is having a black Friday sale to sell off there 2018 and 2019 chevy models. We see multiple people getting surprised with new cars and there is text saying 0% APR for 72 months. The audio is a mixed of the narrator talking about the sale and people screaming at how happy they are. ,N/A,1963503 MP4
5/18/2024 20:57:43,1963503,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,"Joy, Desire",No,Yes,No,No,No,No,No,N/A,No,Yes,No,No,N/A,"You can see customers surprised at the Chevy vehicles offered during their Black Friday Sales Event. When they try the cars, they're delighted and shocked by the features of the car.","Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,No,"Chevy is advertising their Black Friday Sale. There are multiple settings, outside and inside and people are trying out the Chevy cars. Within the first 7 seconds there is a sign that it's for the Black Friday Sales Event. You can hear the gasps and shocking sounds from customers in the ad which really emphasizes how much they like the car. ",It's noted at the bottom that not everyone qualifies for this sale.,1963503.mp4
5/27/2024 10:43:59,1963503,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,"Amusement, Joy, Surprise",Yes,Yes,No,Yes,No,Yes,No,N/A,Yes,Yes,No,No,N/A,the 2018 and 2019 Chevrolet models are on a Black Friday sale. The ad is emphasizing that there is going to be 0% APR for the first few months if purchased now.,Directly persuade consumers to purchase,4,3,N/A,The brand is Chevrolet but there isn't a specific product model being advertised. The scene demonstrates multiple groups of people being shocked and happy when they got a new car from Chevrolet. This is done through gasping and multiple surprised dialogue. ,N/A,1963503.mp4
5/18/2024 22:09:35,1986629,No,Yes,No,Yes,Yes,No,No,Yes,"Yes, both",Yes,No,Yes,Desire,No,Yes,No,No,No,No,No,N/A,No,No,No,No,N/A,Ford is advertising their Winter Sale for the F1-50 and the Explorer. The ad brags about how they highest owner loyalty and J.D. Power IQS awards.  ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,n/a,Ford is putting their F1-50 and the Explorer vehicles on sale for the Holidays. On screen we pan through multiple models of the cars. The text for the prices are the biggest text size on the screen so everyone can see the deal. The voice over brags about how they highest owner loyalty and J.D. Power IQS awards. ,no,1986629.mp4
5/21/2024 23:47:52,1986629,No,Yes,No,Yes,Yes,No,No,Yes,"Yes, both",Yes,No,No,,N/A,No,No,No,No,No,No,N/A,No,No,No,No,None,Inside a Ford dealership we see employees decorating for the holidays. Mainly the focus is on all the Ford cars as the camera slowly pans over them in the midst of all the daily operations taking place. At the end some photoshopped Ford vehicles are shown at the forefront of a Ford dealership background.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",3,2,"""Built proud""","The brand in this ad is Ford and they are advertising multiple models of cars for their winter sales event. Inside a Ford dealership we see employees decorating for the holidays, but mainly the focus is on all the Ford cars as the camera slowly pans over them in the midst of all the daily operations taking place. At the end some photoshopped Ford vehicles are shown at the forefront of a Ford dealership background with text surrounding the image explaining all the logistics of the car's finances. There is a deep-toned voice-over with an almost rap-sounding beat in the background. ",None,1986629.mp4
5/23/2024 22:29:40,1986629,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,No,N/A,No,Yes,No,No,na,"In this ad, there is a voice over narrator that they are having a sales event and brags how they have the most JD powered iqs awards.",Increase awareness of product/brand,5,5,na,"The brand is ford, the model is the F150 or explorer. The visuals shows different ford car models. There is a voice over that brags about how they have the highest owner loyalty, and then another voice over talks about 0 percent financing for 17 months for the f150.",na,1986629.mp4
5/18/2024 23:31:42,1991222,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Desire, Curiosity",No,Yes,No,Yes,No,Yes,No,N/A,Yes,Yes,No,Yes,Helen Mirren,"L'oréal and Helen Mirren are advertising their new moisturizer. While the narrator talks about what's in the moisturizer, they visually show us as well. We see also Helen Mirren try the moisturizer. ","Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,Because you're worth it,L'oréal is advertising their Age Perfect Hydra Nutrition Moisturizer. They visually show us the key ingredient which is honey while explaining the product and do shots with the moisturizer. We also watch as celebrity Helen Mirren applies the cream onto her skin. The voice over talks about what's in the product and mentions the benefits of using it. The music being played in the background is upbeat.,no,1991222.mp4
5/22/2024 2:18:12,1991222,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Amusement, Joy, Caring, Curiosity",No,No,No,No,Yes,No,No,N/A,Yes,Yes,No,Yes,Helen Mirren,"Helen Mirren is shown endorsing L'Oreal's new hydra-nutrition moisturizer by applying it to her skin. While she tries it on, silky smooth visuals of the nourishing cream are shown accompanied by animations of the product's ingredients such as honey.","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",2,1,"""Because you're worth it""","The brand in this ad is L'oreal Paris and they are advertising their ""Age-Perfect Hydra-Nutrition"" moisturizer. Helen Mirren is shown endorsing L'Oreal's new hydra-nutrition moisturizer by applying it to her skin. While she tries it on, silky smooth visuals of the nourishing cream are shown accompanied by animations of the product's ingredients and white text. There are three auditory elements, Helen Mirren's dialogue, voice-over describing the cream, and music in the background.",None,1991222.mp4
5/23/2024 23:08:29,1991222,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,"Amusement, Caring, Desire",Yes,No,No,No,No,Yes,No,N/A,Yes,Yes,No,No,na,"In this ad, there is a woman who advertises how good the product is. She talks about how using the loreal moisurizing cream has good anti aging effects on her.",Increase awareness of product/brand,5,5,na,"The brand is loreal, the product is their age perfect moisturizer. There is a woman who embraces the use of the age perfect hydro nutrition moisturizer. Then there is also some voice over that talks about what the moisturizr extract is made from and how good the product is.",na,1991222.mp4
5/18/2024 18:49:16,2002557,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Amusement,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,n/a,In this ad two characters are on an airplane. One is traveling with their emotional support fish because of how he felt about his credit score. The other character recommends credit karma to gain tips on how to improve their credit. ,Directly persuade consumers to purchase,3,2,here's to progress,"Two characters are on an airplane, and the woman advises a man who is carrying his emotional support fish due to how he feels about his Cerdit score. She recommends credit karma to gain tips, and the ad shows graphics of the features of the app and the ability to check credit scores. The man then releases his fish onto the floor in relief of finding a solution to his problem. ",n/a,2002557 MP4
5/22/2024 2:25:20,2002557,No,No,No,No,No,No,Yes,Yes,"Yes, verbal",Yes,Yes,Yes,"Amusement, Joy, Surprise",No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,None,Two airplane passengers start speaking to each other because of a blobfish sitting on the man's lap as it is his emotional support animal due to his bad credit score. The lady next to him shows him the Credit Karma free service and how it can benefit him. He then drops the blobfish onto the floor now that he no longer needs it.,"Increase awareness of product/brand, Change what consumers know about the product/brand",4,4,"""Here's to progress""",The brand here is Credit Karma and they are advertising their credit score service. Two airplane passengers start speaking to each other because of a blobfish sitting on the man's lap as it is his emotional support animal due to his bad credit score. The lady next to him shows him the Credit Karma free service and how it can benefit him. He then drops the blobfish onto the floor now that he no longer needs it. The only auditory elements are the dialogue between the two passengers and the slight sound of airplane turbulence. ,None,2002557.mp4
5/24/2024 22:14:00,2002557,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Amusement,No,No,No,No,No,No,Yes,No,No,No,Yes,No,N/A,The ad happens occurs on an airplane and involves a conversation between a middle aged man and woman. The man has a pet which makes the woman curios. She interrupts the conversation by showing her credit karma app and tells the man that he can get tips on how to improve his credit by using credit karma for free. ,Increase awareness of product/brand,3,3,Here's to progress,"The ad is for credit karma and the product is credit karma's free score checker. The setting is on an airplane and there are two main characters in this ad; a man and a woman. on the last screen, there is a text with credit karma and their slogan : here's to progress as well as a preview of their app on a mobile phone which shows a credit score.",N/A,2002557.mp4
5/22/2024 2:35:06,2009582,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,"Amusement, Joy",No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Nick Offerman & Megan Mullally,"Two avid fans of SlingTV refer to themselves as ""Slingers"" who announce they are ""Down to Sling"" with anyone. The ad cuts to them being outside with one of them holding a chainsaw to make a wooden heart-shaped sign that reads ""Slingers Welcome"". This weirds out their neighbors and the ""Slingers"" return to their home still promoting how proud they are to be super fans of SlingTV.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",2,3,None,"The brand is SlingTV and they are advertising their TV service. Inside of a house, two avid fans of SlingTV refer to themselves as ""Slingers"" who announce they are ""Down to Sling"" with anyone. The ad cuts to them being outside with one of them holding a chainsaw to make a wooden heart-shaped sign that reads ""Slingers Welcome"". This weirds out their neighbors and the ""Slingers"" return to their home still promoting how proud they are to be super fans of SlingTV. For a majority of the ad, the two actors have lots of dialogue and a decent amount of chainsaw sound effects. At the end of the ad music starts to play behind a voice-over describing the SlingTV service and 7-day free trial.",None,2009582.mp4
5/24/2024 11:34:58,2009582,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Joy,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,na,"In this ad, a couple talk to the audience about how much they enjoy sling tv. Then the couple talks to their neihbor about sling tv.",Increase awareness of product/brand,5,5,na,The brand is slingtv and the product is also slingTV. The settng is the house of the couple and their front lawn where they talk about sling tv. The auditory elements also talk about sling tv and tell their neigbors to join them dor the night to sling.,na,2009582.mp4
